Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_loft;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Ogrzewanie_piece kaflowe;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;Forma własności_udział;API_Google_Distance
396000.0;59.5;3;0;3;4;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.0
225000.0;36.74;2;0;4;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;8.2
309000.0;73.0;3;0;2;3;1900;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1.7
195000.0;29.59;1;0;3;4;1950;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
161900.0;20.01;1;0;4;4;1903;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1.6
133900.0;19.08;1;0;4;4;1903;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1.6
445000.0;65.0;3;0;3;3;2011;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;15.1
520000.0;73.0;3;0;2;3;1999;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.4
515781.22;74.99;4;1;0;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
429000.0;66.4;2;0;3;4;2001;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
308000.0;51.0;2;0;2;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;8.2
425000.0;51.0;2;0;3;10;1976;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
387000.0;74.0;3;0;3;7;1986;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;7.4
342000.0;56.0;3;0;4;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
380000.0;52.34;3;0;1;4;1968;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
590000.0;98.9;3;0;2;3;1891;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
470000.0;72.7;2;0;0;2;1900;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
540000.0;72.5;2;0;3;4;1905;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
490000.0;59.2;2;0;0;4;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
375000.0;38.6;2;0;3;4;1910;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
390000.0;62.8;3;0;6;11;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2.6
412000.0;58.0;3;0;1;4;1950;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;53.9
392000.0;62.0;2;0;2;23;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1.6
630000.0;111.0;4;0;3;4;1905;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.7
269000.0;46.08;2;0;4;4;1973;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;14.6
512000.0;110.13;3;0;3;4;1910;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;2.1
295000.0;42.42;2;0;3;10;1989;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.9
299000.0;38.75;2;0;2;6;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;4.5
307000.0;45.0;2;0;1;4;1973;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.8
420000.0;42.75;2;0;2;4;2013;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
225000.0;37.55;1;0;2;3;1956;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;4.6
225000.0;37.55;2;0;2;3;1956;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;4.6
265000.0;31.25;2;0;1;2;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;6.5
300000.0;46.0;2;0;1;4;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.0
265000.0;24.93;1;0;4;5;2019;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
408000.0;57.0;3;0;0;11;1975;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.6
498045.24;74.58;4;1;1;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
298000.0;44.5;2;0;8;10;1979;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;6.5
425000.0;50.78;2;0;3;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.1
299900.0;59.85;2;0;3;3;1960;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3.2
199000.0;39.58;2;0;1;3;1920;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;5.8
185000.0;28.5;1;0;3;3;1965;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.6
419360.0;56.4;2;0;2;4;1960;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.3
560166.0;62.94;4;0;8;11;2024;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
454410.0;50.49;3;0;8;11;2024;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
326100.0;32.61;2;0;7;11;2024;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
294900.0;48.0;2;0;10;22;1975;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.5
349000.0;57.09;3;0;0;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;6.3
414330.0;59.19;3;1;0;10;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;6.9
560000.0;97.0;5;0;4;5;1994;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.9
285000.0;38.0;2;0;0;3;1959;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.1
303000.0;49.0;3;0;3;3;1954;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
245000.0;52.3;3;0;2;3;1960;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;26.5
255000.0;39.0;2;0;4;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
380000.0;61.25;3;0;3;3;1921;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.7
369000.0;43.83;3;0;3;3;1964;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
336008.0;34.64;2;0;8;11;2024;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
459000.0;47.68;2;1;1;4;1910;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;2.5
439000.0;64.0;3;0;4;4;1979;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.3
268375.0;28.25;2;0;1;5;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
302368.0;34.36;2;0;3;5;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
490131.0;60.51;3;0;1;5;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
508680.0;70.65;4;0;2;5;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
229700.0;34.37;1;0;2;3;1933;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.2
412736.0;64.49;3;1;1;10;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;6.9
325000.0;45.0;2;0;1;4;1968;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;36.8
325000.0;45.0;2;0;1;4;1972;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.3
567040.0;88.6;3;0;2;2;2000;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;8.8
355000.0;55.0;3;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;4.1
682000.0;73.0;3;0;6;13;2010;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.6
307000.0;45.1;2;0;1;4;1974;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.9
420000.0;64.0;3;0;5;11;1980;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;7.4
325000.0;45.0;2;0;0;5;1976;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.8
436050.0;58.14;3;0;3;5;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
660000.0;69.5;3;1;1;3;2021;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;5.8
450000.0;116.79;3;0;1;4;1930;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.5
375000.0;42.0;1;0;1;3;1900;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.6
289000.0;44.0;2;0;2;4;1974;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.6
540000.0;59.9;3;0;4;12;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1.6
309663.0;38.23;2;1;1;5;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.5
420000.0;34.07;2;0;0;4;2020;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.6
725000.0;93.7;4;0;3;3;2001;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;11.4
300000.0;45.2;2;0;1;4;1971;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;36.8
388000.0;56.71;3;0;0;4;1960;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
318500.0;32.5;1;0;4;4;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.1
255000.0;48.2;1;0;2;2;1886;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1.6
436067.0;44.96;2;0;4;4;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.1
275380.0;28.1;1;0;4;4;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.1
294000.0;30.0;1;0;4;4;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.1
296000.0;49.15;2;0;6;10;1982;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.4
314925.0;32.5;1;0;3;4;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.1
431616.0;44.96;2;0;3;4;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.1
268128.0;27.93;1;0;3;4;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.1
370000.0;61.88;1;0;11;11;1969;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;36.8
435760.0;83.82;3;0;2;3;1910;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.8
720000.0;78.0;3;0;0;4;2018;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.1
289000.0;41.5;2;0;2;3;1965;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.8
549000.0;101.0;5;0;3;4;1993;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.2
359000.0;57.0;3;0;0;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;36.8
235000.0;21.0;1;0;3;4;1960;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2.5
349900.0;55.66;3;0;4;4;1985;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.9
313056.0;32.61;2;1;2;12;2021;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
235000.0;37.4;1;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;36.8
375000.0;48.4;2;0;1;3;1960;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
245000.0;30.4;1;0;3;5;2021;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;36.8
348000.0;56.6;3;0;4;11;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2.5
229000.0;35.5;1;0;1;1;1950;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2.6
407300.0;38.64;1;0;3;4;2020;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.6
464402.0;44.22;2;0;3;4;2020;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.6
176000.0;29.17;1;0;4;4;1880;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1.7
268375.0;28.25;1;1;1;4;2021;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
299900.0;42.42;2;0;3;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.2
329000.0;44.5;2;0;2;4;1981;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;7.5
239000.0;52.2;2;0;4;10;1989;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;17.4
448000.0;56.0;3;0;9;11;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.8
339000.0;45.0;2;0;8;10;1975;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3.7
225000.0;39.27;1;0;0;4;1910;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;2.5
317000.0;48.96;3;0;3;3;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.8
356000.0;64.0;2;0;2;4;1910;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
265000.0;40.05;2;0;1;4;1963;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
205000.0;21.0;1;0;2;4;1965;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
498045.24;74.58;4;1;1;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
480816.0;72.0;3;1;1;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
480816.0;72.0;3;1;1;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
480816.0;72.0;3;1;1;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
480816.0;72.0;3;1;1;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
480816.0;72.0;3;1;1;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
480816.0;72.0;3;1;1;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
480816.0;72.0;3;1;1;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
515781.22;74.99;4;1;0;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
498035.98;72.41;3;1;0;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
498035.98;72.41;3;1;0;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
498035.98;72.41;3;1;0;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
498035.98;72.41;3;1;0;2;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
498035.98;72.41;3;1;0;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
498035.98;72.41;3;1;0;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
498035.98;72.41;3;1;0;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
498035.98;72.41;3;1;0;1;2022;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
320000.0;36.0;2;0;1;4;1969;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.9
280000.0;46.5;2;0;3;3;1960;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;3.1
520000.0;73.1;3;0;0;3;2000;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;36.8
570000.0;84.35;5;0;2;4;1979;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.5
371770.0;53.11;2;0;2;3;1920;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2.7
494224.0;62.56;3;1;3;7;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.2
296640.0;30.9;1;0;3;4;2023;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.1
429000.0;53.76;3;0;3;3;1987;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.0
278000.0;45.0;2;0;3;4;1976;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;4.4
725000.0;122.0;3;0;3;4;2007;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.4
440000.0;60.0;2;0;2;4;1925;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
250000.0;37.0;2;0;3;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;6.6
339000.0;73.0;4;0;3;4;1984;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.4
157100.0;39.3;2;0;1;4;1900;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;3.2
215000.0;32.0;1;0;0;4;1935;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;4.4
275000.0;51.5;2;0;4;4;1965;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;5.8
740000.0;78.0;3;0;0;5;2016;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
189000.0;73.48;3;0;0;1;2000;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;19.9
381000.0;51.0;2;1;0;6;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.0
569000.0;120.0;5;0;4;4;1995;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.3
170000.0;54.7;2;0;0;1;1950;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;16.9
515000.0;60.0;3;0;0;2;2014;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;5.5
297000.0;42.42;2;0;2;4;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.9
500000.0;89.9;2;0;2;2;1900;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
340000.0;56.0;3;1;1;3;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;15.7
533000.0;86.0;4;1;3;3;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;15.7
255000.0;43.2;2;0;11;11;1978;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;5.9
227750.0;45.55;2;0;2;4;1969;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;20.2
369270.0;55.95;2;0;4;5;2020;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;5.9
328000.0;44.7;2;0;0;4;1973;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.8
419000.0;131.0;3;0;1;1;2021;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;17.1
401800.0;51.31;3;1;6;6;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
264100.0;30.0;1;1;6;6;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
699000.0;100.0;4;0;1;1;2015;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;6.0
417000.0;84.41;3;0;2;3;1905;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.9
779000.0;86.66;5;0;1;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.5
197000.0;27.01;1;0;11;11;1979;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.3
275000.0;42.42;2;0;4;4;1985;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.4
410000.0;67.87;3;0;0;4;1987;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
499000.0;68.2;3;0;0;4;1988;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.0
401800.0;51.31;3;1;6;6;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
264100.0;30.0;1;1;6;6;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
418836.0;63.46;3;1;3;5;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;53.9
384000.0;53.75;3;0;0;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
475000.0;73.0;4;0;3;10;1992;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.4
255000.0;49.5;2;0;11;11;1986;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;16.4
446161.0;59.49;4;1;0;6;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.6
279000.0;60.0;3;0;0;1;1930;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;16.4
237000.0;37.0;2;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;5.6
350000.0;38.64;1;0;3;4;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;12.8
547000.0;81.72;3;0;1;3;1997;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;10.8
375000.0;54.3;3;0;5;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
264100.0;30.0;1;1;4;6;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
452900.0;59.27;3;1;5;6;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
251896.0;27.38;1;1;6;6;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.0
595907.0;102.92;4;1;1;1;2021;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;12.1
419000.0;71.7;4;0;0;4;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
240000.0;36.0;2;0;3;4;1956;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.6
264100.0;30.0;1;1;6;6;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
650000.0;123.0;4;0;0;1;2020;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;10.8
250000.0;49.8;3;0;0;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;3.4
780000.0;86.66;5;0;1;10;2020;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.6
370000.0;54.0;3;0;4;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
339000.0;63.19;3;0;4;4;1960;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.9
176000.0;25.7;1;0;1;3;1875;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;2.5
750000.0;98.0;3;0;0;5;1937;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
165000.0;30.38;1;0;3;3;1900;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1.9
158000.0;29.79;2;0;2;3;1900;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1.9
360000.0;58.94;3;0;1;3;1960;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;4.3
470000.0;73.0;3;0;1;4;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
290000.0;54.02;3;0;4;4;1968;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.9
678700.0;71.24;3;0;1;8;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.2
459000.0;56.5;2;0;0;4;2009;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
630000.0;111.0;4;0;3;4;1950;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2.5
838000.0;152.84;3;0;1;3;1879;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;2.5
443900.0;59.27;3;1;2;6;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
446900.0;59.27;3;1;3;6;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
450000.0;90.48;3;0;3;4;1925;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
510000.0;95.0;4;0;1;2;1955;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;7.5
415000.0;65.0;3;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.5
550000.0;91.22;3;0;0;3;1938;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1.9
260000.0;55.35;2;0;3;3;1920;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2.6
398300.0;50.86;3;1;6;6;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
264100.0;30.0;1;1;6;6;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
410000.0;63.0;3;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.5
490000.0;80.57;3;0;1;8;2013;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;11.5
344000.0;72.1;3;0;0;10;1989;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;17.4
330000.0;42.5;2;0;3;4;1985;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.6
430000.0;73.34;3;0;4;4;1991;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.9
